[-38592.65635189],[-75241.11914435],[-65571.81211369]
[-72468.12178499],[ 83729.21969867],[-31567.00530445]
[ 59892.19234123],[ 87889.18910034],[-28297.60574487]
[ 62128.32379049],[ 38372.85370498],[ 78423.41884631]
[ 70935.30042744],[-11808.48179455],[-84148.5732917]
[ 18529.89756075],[ 78604.78363702],[-47723.0977263]
[-38306.00221176],[-98046.43349534],[-97262.48794308]
[ 80360.56445935],[-12844.00806429],[-75480.86846808]
[ 94944.92368411],[ 43608.9946951],[-99912.26805709]
[ 60677.68506307],[ 11605.08835137],[-50307.76345147]
[ 86415.85795373],[ 64928.33605867],[ 32323.10418332]
[-49102.78215099],[ 5680.19173787],[ 8658.4265906]
[-87874.16810956],[ 22909.06225779],[-52761.64656612]
[ 27616.25158006],[ 78765.82323349],[-94966.41330408]
[ 95549.9696519],[ 95875.98193001],[ 82276.3382632]
[-53101.78744851],[-54369.48742914],[-34493.48826931]
[ 2798.18041173],[ 45374.38505019],[ 46414.80945434]
[ 12923.09151307],[-49578.07235772],[ 85402.39987567]
[ 74647.8630928],[ 78659.07651418],[ 90702.22492875]
[ 20051.47506243],[-3595.91637925],[-20180.68765909]
[ 51893.68357951],[ 79793.71035005],[-23393.11902425]
[ 60894.91945086],[-73610.82642496],[ 85612.31521534]
[-71113.51933193],[-50275.89722562],[-36170.36330507]
[-58975.32407886],[ 37096.8798791],[ 24789.53306357]
[-23649.7183926],[ 18820.12872629],[ 65286.16514827]
[-30287.57936966],[-99942.72038445],[ 55693.15359127]
[ 27817.57922207],[-95160.52086799],[ 95741.55947238]
[ 59285.14056038],[-11127.54210254],[ 69848.16625248]
[ 94922.3341741],[ 64571.67937187],[-65447.09387165]
[ 28735.43180044],[-28748.35736474],[-54243.85816099]
[ 50060.96438207],[-56887.42804368],[-40020.87435876]
[-56902.11930808],[ 94846.82875985],[-18755.43036346]
[-27583.66175299],[-43944.75438336],[ 32384.78824587]
[-36425.73525946],[ 221.05250398],[-5371.96329491]
[-2326.38277159],[-61399.89091978],[-22934.22904474]
[ 65735.81678004],[ 67014.89578502],[ 85851.00902472]
[-4785.8961262],[ 49088.03721377],[ 57881.26218557]
[ 25397.2023145],[ 36224.36985414],[ 59344.15962437]
[-85245.11124839],[-41721.45587753],[-74242.96971171]
[ 41191.46530849],[ 93307.41153956],[ 50679.27805223]
[ 59374.89381982],[-44763.04709876],[ 94025.09663592]
[ 2450.0691522],[-81621.97021775],[-54465.17780626]
[ 19691.0100874],[ 95432.99991862],[ 12315.46529098]
[ 44674.91668659],[ 99398.8047692],[-24484.05453931]
[ 3890.96913524],[ 45665.36659739],[ 47497.16163304]
[ 97584.32890087],[-53772.1349888],[-25230.14282615]
[ 73846.69104883],[ 19240.38573453],[-70361.7834186]
[-90288.10905383],[-2986.69467319],[ 37792.00728912]
[ 72192.63191057],[ 31813.12585397],[-9884.16005686]
[ 16326.12397112],[-83478.03702232],[-92662.81057125]
[ 63839.65806575],[-98049.1152004],[-8839.0646431]
[-69295.69696705],[-65516.89867799],[ 32168.70506931]
[-48685.88343574],[ 28740.5245294],[ 79923.4626549]
[ 97329.58415174],[ 44648.41412523],[-59699.50915863]
[-32918.08458539],[ 53490.85237474],[-19096.68996697]
[ 47975.91542478],[ 63388.3547524],[ 72231.61778622]
[-94667.60126829],[-69338.88611152],[-30791.77259814]
[-58996.3995156],[ 10260.17479179],[-44927.78794428]
[ 64768.99898589],[-15427.58420546],[-3155.23490885]
[-55155.70008197],[-40174.11872067],[-94859.60319382]
[ 19509.01832288],[-94558.05096753],[-95626.93765283]
[-24414.61210313],[-143.44809554],[ 36620.42590021]
[ 70146.89097535],[-33274.59310699],[-97630.99971994]
[-53551.11943542],[ 82056.66880583],[ 97620.64181782]
[-40683.77920315],[ 62650.23816915],[-43306.08061435]
[ 87898.74285393],[-14740.75901282],[-73605.62707083]
[ 67951.58122795],[-50789.63111796],[ 80317.61673396]
[ 51300.43045081],[-76563.81595524],[ 18148.18066601]
[-55534.03863277],[-59291.86684042],[ 61944.98940379]
[-78429.75291698],[ 56232.66308853],[-12840.31116835]
[ 13354.4620952],[-20825.10665828],[ 55128.79700704]
[-17883.19376176],[ 69488.05009017],[-2276.97258755]
[ 40304.47847205],[ 13826.88363172],[ 62747.60415843]
[-16738.45413214],[ 32716.42644214],[ 3453.33833595]
[ 62186.66441719],[-24700.42634761],[ 30520.63453215]
[ 29670.17200306],[ 58407.31651091],[ 39224.76661528]
[ 63677.13511625],[-32544.26536483],[-88133.98268045]
[ 14454.79029422],[ 40799.12870365],[ 30183.94133795]
[ 20641.0141559],[ 81019.72175227],[-61719.91179927]
[ 40481.64276223],[-25219.47181965],[-48101.59664396]
[ 54832.84546007],[-38949.81419246],[ 7334.81951491]
[-65943.11276711],[-68665.5231117],[-10790.26620871]
[ 30106.74606944],[ 92535.03842893],[-81815.20407761]
[-4311.11238018],[ 2241.68622429],[-53928.10202947]
[ 69784.07554584],[ 61896.54077639],[ 65593.43216017]
[-99876.83882867],[-90469.1841349],[ 54860.37918408]
[ 56144.20012263],[-83432.55617077],[ 5625.0188187]
[-75758.01602343],[-25916.39692464],[-37570.29600353]
[-85476.17053063],[-91035.26458907],[-34865.98081399]
[-61662.14333909],[ 69491.70013561],[ 9009.27883056]
[-37266.52898231],[ 21348.82986046],[-81984.03764026]
[-30860.05277773],[ 97479.33607995],[-84584.95444936]
[ 72061.96963283],[ 3940.13641902],[-82077.21042694]
[ 39809.45578249],[ 81102.36312445],[ 43145.22761764]
[ 89028.66891896],[-32704.45608937],[ 51333.3114067]
[-882.12748461],[-58045.97032587],[ 56255.65527833]
[-79531.35714306],[ 75940.75876386],[-96661.46522902]
[-82601.44533792],[ 5403.90192704],[ 62358.09719777]
[ 29797.3441058],[-78636.70874874],[-65780.02239612]
[ 92823.80725724],[-26209.64639911],[-29592.42056522]
[ 78229.31160487],[-7903.7779242],[-32350.75307644]
[ 67024.1954605],[ 76637.20406712],[-71238.12985536]
[-67964.61738056],[-27104.15095974],[-70769.9114011]
[-91421.87099759],[ 5122.38046703],[ 72767.91768212]
[ 8422.42666101],[-72892.67032457],[ 7516.79514708]
[ 96729.94970613],[-1665.72216713],[ 21351.2131855]
[-4058.23265823],[ 64471.79820455],[ 29183.47749346]
[ 10098.48407957],[-96676.72040663],[-35100.44863008]
[ 91111.33966852],[-33037.01150387],[-75029.88409373]
[ 32114.38101398],[-6031.76549826],[-71314.5967264]
[-68376.48121466],[ 64556.40078279],[ 96836.43372074]
[ 41607.39066577],[-23478.74009863],[ 61682.75575416]
[ 66171.24282403],[ 16444.64764153],[-8745.97502939]
[ 1122.99280712],[ 73333.94561732],[ 90730.45034079]
[-51872.94396212],[ 69980.94095099],[-22594.72027107]
[ 66494.23750829],[ 23642.3724541],[-63465.72838134]
[ 81538.60919506],[-2015.11852193],[-93647.14002494]
[-88677.69479924],[ 50396.80562433],[-78542.22045529]
[ 23602.91176092],[ 41343.26042218],[ 76108.47779775]
[-91441.51853665],[-25606.99638993],[-1979.15004123]
[ 97863.9009879],[-76991.4636251],[ 53243.64958878]
[ 32679.49308634],[-97883.92137665],[ 87321.59527319]
[ 22722.04850495],[-74611.01376088],[ 91870.13123056]
[ 30297.57145323],[-71382.4744518],[ 51174.12948528]
[-99806.85247565],[-74735.26555623],[ 65434.89164034]
[ 89767.57735933],[-94328.66487079],[-81285.90985484]
[ 36293.81973025],[ 42715.59087816],[-27073.72156535]
[ 35790.55801161],[ 44456.43234526],[-55421.06908717]
[ 71482.42295599],[ 725.87358312],[ 47463.80024236]
[ 31151.92626044],[ 3523.81887571],[ 94849.83910329]
[-92795.59497963],[-61642.88227933],[-80958.76890814]
[ 46413.1678181],[ 61537.31225342],[ 81482.68184654]
[-69263.02237789],[-24296.58473209],[ 62965.72683441]
[ 78414.24900429],[-92932.60288883],[-74102.76882826]
[-18759.20163308],[-80740.51932541],[-80489.59185371]
[ 10644.44187648],[-39319.11078322],[-45937.17040402]
[ 15588.05679354],[ 51897.8320061],[-92862.59136355]
[ 84867.05347097],[-51199.6758922],[-38975.43479653]
[ 27079.71930985],[ 63472.77740289],[-72980.02519561]
[-73809.00391871],[ 92991.0206941],[ 55186.89225681]
[-25547.43804157],[-80624.24514307],[ 23733.42924984]
[-26629.47499843],[-78616.22352265],[ 1635.99240687]
[ 52771.30906891],[-85149.90477249],[ 94018.13846602]
[ 229.57327242],[ 94070.28500541],[ 78297.369954]
[-55776.17099312],[ 1767.87690025],[-87328.94322424]
[-97635.27745653],[ 23954.45932496],[-70703.65409417]
[ 35430.78130323],[-83306.97767168],[-50206.31327429]
[ 79360.83984331],[-23263.65033391],[ 52372.75538013]
[-6550.12230214],[-70389.81516881],[ 53931.97678497]
[ 1572.21207979],[-52437.21680601],[ 34574.66077374]
[-4221.06954004],[ 35589.48513423],[ 32101.32350012]
[ 89239.65007725],[ 24015.69094267],[ 53329.34045312]
[-70173.66708834],[ 81160.57526115],[-10994.26543589]
[-72534.80313643],[-40779.96076704],[-39485.49039004]
[-26343.48810833],[ 33105.31528812],[-86849.94091914]
[ 13972.73884397],[ 41855.06303225],[ 31085.55070926]
[-36121.89279284],[-66841.74791779],[ 84369.24891678]
[ 12832.30867961],[ 34011.95370713],[-15450.0231811]
[ 213.25768465],[-54900.55803269],[ 21362.99929145]
[-78994.80230907],[-33920.4181212],[-37441.5883971]
[-73141.63177995],[ 96706.79595777],[-11645.14846523]
[-44813.73858102],[ 18079.8248926],[ 55783.66295961]
[-51705.17222285],[-77967.12114335],[ 5084.00608765]
[ 31519.23451713],[ 90511.95771589],[-48349.92920271]
[ 1446.50934108],[-14126.86136379],[-34375.73991373]
[-20672.99372541],[-51012.76819245],[-11393.77382096]
[ 23241.63346958],[-24627.42478962],[ 40475.46814694]
[-22346.22963182],[-12362.58569761],[-81059.58050185]
[ 99778.16882553],[ 54998.95321684],[ 73633.76931715]
[-73830.17943305],[ 5104.69807441],[-43834.31023097]
[ 90159.04544226],[-783.52344056],[-74155.69519772]
[ 53089.28760811],[ 67577.73369084],[ 88769.80228676]
[ 52393.17275667],[-36213.59973064],[ 16085.33469122]
[-69630.85684196],[-13378.21386087],[-13749.25701342]
[ 26798.39507247],[ 4660.66160465],[ 6371.40384434]
[-30234.27862963],[-71607.94319397],[-79109.31227867]
[-89652.65554696],[ 77426.71675648],[ 41746.07781489]
[ 59808.18603287],[-4469.03475357],[ 86052.25705328]
[ 82248.84447433],[-98443.77500982],[-4807.60940488]
[ 12211.54073917],[ 48009.24893962],[-30651.92711648]
[ 62727.05861172],[-31057.18931994],[ 88211.59752758]
[-79777.81678922],[ 69704.56806359],[ 24695.44762384]
[ 99508.66244956],[ 55301.68958222],[ 7314.54954643]
[ 35223.2676187],[ 14835.93545128],[ 69817.60794821]
[-93420.37115846],[-59135.26096749],[ 68736.15366298]
[ 89470.10601186],[ 83577.69760587],[ 49051.92524434]
[-53496.81622661],[-66763.08129293],[ 20601.18250838]
[-28215.89675221],[-83866.64344982],[ 97214.2510611]
[-61818.15098755],[-5992.60260512],[-21299.78745718]
[ 1220.23587656],[ 66272.71080693],[ 55332.37902143]
[-96829.77689199],[-51442.32224648],[-4813.80565369]
[-74490.37500008],[-28386.62244357],[ 80556.84985309]
[-57032.27825519],[-14837.78004893],[ 30357.23873109]
[ 65945.18162992],[-77530.70040976],[-28792.10328451]
[-27781.82743798],[ 99147.37916465],[ 12854.98203191]
[ 41728.80992386],[ 80524.87610162],[ 79326.74556481]
[ 65215.03611478],[-69842.3586419],[ 25972.55826613]
[ 45912.15428061],[-70474.37235136],[ 18433.63037115]
[ 47529.49869675],[ 79215.91829544],[ 8392.25489473]
[-76859.54741166],[ 73505.52976456],[-73567.06182194]
[-91540.3041703],[-78082.72106317],[-83226.82165985]
[ 40105.31025446],[-51331.37141062],[ 4483.09505641]
[ 45222.50699588],[ 46629.03208269],[-59821.68997405]
[ 55942.9355178],[ 81333.03165541],[-51246.60590335]
[ 45614.08211806],[ 25997.83013285],[ 68520.48022906]
[-4647.16529861],[-2312.8682178],[ 39735.24107105]
[ 18038.45180586],[-3621.54200083],[-54429.57086014]
[ 62604.04207417],[ 37125.63286466],[ 65378.3771861]
[-8191.70368219],[ 56789.9752501],[ 94732.26551814]
[ 60490.4967424],[-22173.78161341],[ 21537.21057017]
[ 11638.11513443],[ 41443.33723534],[-564.68864278]
[ 74909.91051196],[-85341.91509982],[-43354.90651467]
[ 40636.93257443],[-41939.16802306],[ 99133.55302818]
[-79335.16605482],[ 27854.47680274],[ 98036.98612108]
[ 77500.4674167],[-76869.15895671],[-45951.05826567]
[ 23430.10685816],[-9893.47364708],[-6077.56720948]
[-30572.03531998],[ 32297.81088271],[ 72551.51328514]
[ 31467.31122699],[-53940.95368594],[-74152.9656198]
[-78748.25539589],[-9790.60514128],[-7962.83235672]
[ 38532.86243388],[ 53896.65914583],[-10112.76282574]
[-3441.75537107],[ 47725.65183409],[ 29954.81913078]
[-11200.84479715],[-68426.35742615],[ 10622.14510101]
[-14036.15742125],[-5108.1912409],[-83181.01268246]
[-98664.82595194],[-33624.99221171],[ 42011.97349937]
[ 57833.86400514],[-13459.7113133],[-76349.55450849]
[ 92367.66808048],[-92449.15102643],[-85085.54012064]
[ 42984.70845243],[ 6843.93632065],[ 66216.5118973]
[ 39861.71278208],[-62620.44330377],[-96725.48114735]
[ 9773.17112561],[-81813.12567915],[ 11888.98802621]
[-89656.22699462],[ 47461.7955338],[-3910.31185231]
[-38863.04617353],[ 13437.87704257],[-2466.91156468]
[ 99727.82513792],[ 82777.84341348],[ 91544.73367726]
[ 17764.25508362],[ 30011.42842053],[ 71136.8403968]
[-21149.89985025],[-29279.22646132],[-7832.19527861]
[ 6445.8165544],[ 70390.15729908],[-24262.73858729]
[ 36809.05577591],[ 37691.2092365],[ 64390.87670052]
[ 52407.85167528],[-77775.68729315],[-85653.14368079]
[-77088.77066949],[-632.37915813],[ 90437.67742098]
[ 88595.53128685],[ 51300.5633354],[-1104.49171007]
[ 66813.7743969],[ 56510.92202831],[ 6151.53084273]
[-27763.91750249],[ 84746.66226037],[-91921.89306872]
[-53724.70065302],[ 25212.23148078],[ 4800.33907493]
[-87228.67305763],[-33920.86354539],[-47000.07586725]
[ 81427.94507847],[ 19601.26046754],[-41480.08808684]
[ 63772.84382096],[-11712.24231312],[-13581.1931583]
[ 19453.15633829],[-16019.70609857],[-10362.75300882]
[-50359.58212061],[ 90472.38967506],[-42570.81172114]
[ 29887.63657176],[ 75907.81673043],[ 92808.1648083]
[-16621.94276057],[-77095.70514947],[ 4366.88883537]
[-14711.82647943],[ 31597.96354228],[-848.51392106]
[ 21171.20035931],[-92941.67111902],[-42769.45171474]
[-29342.93543552],[-17542.55905917],[-4759.82794461]
[-48355.7438439],[ 46743.53769833],[-58021.50731106]
[ 89103.86196952],[ 84420.39432698],[-65818.31612824]
[ 26.21182577],[-64106.8764536],[-54794.99407707]
[-29723.12830445],[ 62277.36819673],[-83710.54102249]
[ 67344.7238393],[-6914.54436581],[ 98651.35315197]
[-51023.87279859],[ 23212.50611811],[-60968.50125571]
[-33094.80963193],[ 83788.57814868],[-30079.0792899]
[ 74829.04913877],[ 57882.51051066],[ 78923.82523869]
[-86401.22006946],[ 85966.36988756],[-71870.20193782]
[ 92288.57681773],[ 35966.46399867],[-40923.76543956]
[-12191.68243386],[-8533.34640872],[-68043.63244962]
[ 50165.94011615],[-19527.20806365],[-41715.09920524]
[-39626.32672551],[-3558.15296245],[ 95669.31899242]
[ 73454.88034389],[ 10523.85026031],[ 68037.0858692]
[ 63364.06633662],[-64151.03161593],[ 15219.99280425]
[-19287.39548821],[ 78813.76301995],[-39902.07694434]
[-79141.69605006],[-49935.08031064],[ 80810.90800222]
[-47821.74317405],[ 54810.25405528],[-25823.03682963]
[-32718.35271512],[ 67012.75905383],[-3818.35732232]
[-52533.60356909],[-48848.85253907],[-13836.13486631]
[ 6842.08065495],[-96391.29395031],[-77456.39092402]
[-92154.83794715],[ 20036.22346675],[-81819.50600386]
[ 49385.98347447],[-77682.47791504],[-27009.55220505]
[ 1217.54784289],[ 50107.31916105],[ 81349.23007061]
[-58219.28739338],[ 60978.70023344],[-73247.23710286]
[ 5700.7737115],[ 56679.35228931],[-91474.37768628]
[ 59770.4112883],[-70286.97299547],[-16636.44931385]
[-41459.24525004],[ 98855.0500068],[-14402.48803343]
[-35170.35433593],[-90887.12690353],[ 23190.76409042]
[-92860.87131964],[-29025.23089532],[ 73894.12332518]
[ 35150.45519575],[-79129.41154942],[-11450.89146141]
[ 89475.47427996],[ 71979.8739856],[ 14532.44749682]
[-67626.35669604],[ 78801.22705741],[-40726.43965437]
[ 66384.08497338],[ 62567.8877786],[-92486.66084341]
[-20358.69414514],[-76063.82209706],[ 42417.38524874]
[-82677.73983152],[-79613.5072412],[ 94260.16474662]
[-64662.82203518],[-63055.40736558],[ 36698.10561516]
[ 16717.95448903],[ 31019.94804995],[-80174.37169879]
[-97641.59210649],[-68803.55969124],[-11070.4897045]
[-86045.21857701],[ 23852.9769783],[ 53323.57801195]
[-97677.59342439],[-79801.86044579],[-33441.11165463]
[ 78972.90151101],[-54462.45555538],[-7646.36124041]
[-7256.32312346],[-78094.88618072],[ 47987.39244405]
[ 49940.10903918],[ 48137.79270541],[ 90199.68403584]
[-90115.58072227],[ 58910.02746132],[ 33290.68598403]
[ 12974.79636354],[ 50622.99106515],[ 11786.6164973]
[ 8225.95752391],[-12842.12420166],[ 83421.14473796]
[ 25793.11710772],[-50559.86541491],[ 65116.86481554]
[-83129.60276161],[ 4114.7039035],[-444.76007558]
[ 53682.5314766],[ 92500.4002513],[-76772.95210892]
[ 93573.46016429],[ 10724.7483778],[-9834.93277679]
[-76004.00919212],[ 37578.57072893],[-5674.68327907]
[-22340.14958157],[ 23834.74057003],[ 88606.15843702]
[ 30739.3483378],[-6746.07987498],[ 52766.13524003]
[-83803.08144173],[-99834.94318428],[ 32163.13751543]
[-56716.7579325],[-38480.99387195],[ 47368.29940946]
[ 647.50044921],[ 62109.0744944],[ 4998.20647087]
[-3251.88949906],[-99368.31212061],[ 21619.01794591]
[-6643.87006842],[ 57799.13152065],[ 27293.67355712]
[ 89006.47737709],[-12075.29654682],[-15105.71755361]
[ 38969.87919411],[-75184.92791298],[-78153.70170406]
[-69392.49882349],[-56387.01959208],[ 40836.30869767]
[-53969.46393823],[ 38731.91819474],[ 44207.31051587]
[-95330.53114739],[-8920.56504858],[ 80834.01068111]
[-38445.2374304],[-12307.24213854],[-26740.65193879]
[-10629.47812792],[ 29353.31709067],[-66677.01127661]
[ 28341.08542737],[-87876.8673628],[ 2335.5921169]
[-83243.35402901],[ 99865.75154899],[-75816.34336896]
[-84180.96139987],[ 28770.74715705],[ 68918.22413228]
[-2039.05649656],[-73259.97113162],[ 62581.66655603]
[ 49483.57597127],[-38719.03609625],[-98938.43082546]
[-23138.62329021],[-40974.33723239],[ 30423.83433787]
[-47107.5159507],[-48872.26319702],[ 75700.47726538]
[ 69803.796414],[-38912.5070982],[ 47821.65292761]
[-81638.65968648],[ 30979.08153807],[ 51701.64189637]
[-19760.48793227],[ 80109.40979964],[ 92861.51443244]
[ 71098.79050508],[ 6498.08917921],[-39554.89427972]
[ 68235.14048072],[-96820.43739758],[ 94484.38299125]
[ 97925.62913384],[ 20269.67466456],[ 49312.74330478]
[-59369.49821248],[ 17787.18387176],[-41177.94127697]
[ 30699.75979654],[-5976.66759276],[-1325.74981513]
[-84187.08748482],[-80792.62084193],[ 56797.25319268]
[ 39820.91610321],[ 76920.29645622],[ 83385.77552037]
[-17674.61770992],[-13727.91683564],[-58430.02096115]
[-41444.62199752],[-76441.90778061],[ 3825.42210366]
[-99779.93810066],[-66312.49222269],[-75733.65659555]
[-24694.53856677],[ 50646.39678567],[ 42700.64482444]
[-63002.78436549],[ 98700.00083809],[ 25088.30858574]
[-32016.56228232],[ 62485.99179052],[-51458.50164838]
[ 82287.0090884],[ 20208.67159761],[-96892.54182495]
[ 74442.08087343],[ 11775.31481524],[-4499.03001667]
[ 78255.29000252],[ 91481.06137008],[ 17247.30081779]
[-72223.19900414],[ 97997.27247464],[-18541.69739633]
[-47709.90468245],[-137.2994132],[ 81275.97333824]
[-3812.36962789],[ 70279.46853593],[ 40436.90970112]
[ 95095.71349153],[-90946.46099675],[ 34111.98633344]
[ 71226.41375009],[-46768.27920332],[-92280.88748269]
[-45807.15254002],[ 82521.77698502],[-34790.32661554]
[ 4689.80118905],[ 61251.9915248],[-67915.40329164]
[ 17659.46696593],[ 51137.55825393],[ 86358.07681714]
[-87264.33679846],[ 96818.76167857],[-93510.20103379]
[-33875.01481537],[-81317.18964384],[-35923.97994409]
[-24187.58470743],[-89267.10368167],[ 52900.2043494]
[-71812.31541791],[-67360.63947563],[-69381.27986441]
[ 52638.06667553],[-52060.44349096],[ 36671.19020239]
[-98328.9894238],[ 39947.58848442],[-74558.70389922]
[ 38924.29952903],[-3918.05536629],[ 48014.5673807]
[ 2985.86156623],[ 85248.49088048],[ 73387.00426238]
[-21058.87217578],[-51848.82569073],[ 66558.33947188]
[ 12149.83867597],[-38944.50927819],[-31821.33563216]
[-15425.70677658],[ 87478.28631609],[-26244.31432854]
[ 8215.35403422],[ 94837.08076064],[ 51875.23355455]
[-57856.06338401],[ 18952.74291096],[-4317.83406301]
[ 85194.80700794],[ 79176.11955211],[-9895.88894681]
[-13705.0679756],[-90865.88886581],[-12324.04796846]
[ 89692.86581118],[-20627.43339908],[-13378.19309155]
[-87622.89867227],[ 8468.14137849],[-74067.90802438]
[-99710.00055334],[ 77689.20831803],[ 45723.68469721]
[ 23391.50184845],[ 25089.27149156],[-60539.67972562]
