[ 64752.83540698],[ 82848.72287671],[ 83090.59372433]
[-11571.8220064],[-98412.02790913],[ 23415.19828448]
[ 54951.90910509],[-31499.86680381],[ 9950.03304307]
[-88354.59948717],[ 10799.57752599],[ 88336.81695244]
[ 75376.23743047],[ 900.99917164],[-74126.04687691]
[-82149.29330138],[-72270.82367384],[ 23363.03353824]
[-99720.55929107],[-64751.4866681],[ 62086.66828742]
[ 80070.67487937],[-87755.00156913],[-83192.67708642]
[-53598.38846676],[ 25575.34216804],[ 41898.1067208]
[ 67972.07898814],[ 63178.58132084],[ 50283.94291143]
[ 54572.64320903],[-919.57014304],[ 59379.81097729]
[-53647.76595882],[ 44415.16918833],[-69573.32896405]
[-96081.59385074],[-10959.88006593],[ 73025.55233558]
[-13673.46199234],[ 85770.79064421],[ 44370.90547453]
[-12072.80243777],[ 16740.54072976],[ 17029.22729392]
[ 12366.46863756],[-45038.96008273],[-69399.70935966]
[-16001.15259796],[-47746.2573599],[ 98831.49273311]
[ 73312.45941011],[-66976.89743683],[-88210.07849627]
[ 37295.81988193],[ 34500.06790532],[-57746.76925399]
[ 89141.68260573],[ 54506.20916414],[-90731.33897038]
[ 54308.88085086],[ 48476.53663169],[ 89627.51276484]
[ 83845.94145298],[-42687.38458252],[ 15102.05435363]
[-40911.31151744],[-76144.21015002],[ 89579.76581932]
[-11218.06767274],[ 1300.63335047],[ 47955.87217981]
[ 37268.86459579],[ 85540.62996785],[ 25936.95496023]
[ 47641.65813205],[-17692.06765006],[-15331.75409694]
[-49165.91633468],[ 73967.33851016],[-32921.73646146]
[ 69060.61170059],[-68691.73158484],[-3413.85340945]
[-75037.12733617],[-20646.5642891],[ 86470.76992982]
[-57306.68023649],[ 58811.47408944],[-61011.65731498]
[-53664.99736884],[ 4987.78380642],[ 1168.3108612]
[ 53364.40659135],[ 28796.22910135],[-57772.55847288]
[ 73710.17401008],[-62294.62847517],[ 34194.0056331]
[ 81020.56376872],[ 44058.50677969],[-22004.33075325]
[ 23185.63658789],[ 89727.42177309],[ 12813.69676449]
[-37032.36359573],[-88177.91798887],[ 91317.2801472]
[-10274.03606865],[ 57315.65316922],[-85052.86308018]
[ 74385.3419336],[ 2817.90960813],[-65724.57345897]
[-10613.1225402],[-47687.11627096],[ 12204.20049194]
[-54747.34855945],[ 89456.73925266],[-80053.21161817]
[-40281.9317121],[ 17148.5817146],[-66101.95771739]
[-7132.08850176],[-45448.02961456],[-74611.85619638]
[ 42480.04887677],[-3658.40350812],[-81245.82279777]
[-18076.58578141],[-49753.86894906],[ 4542.85208084]
[ 35905.96071764],[ 22380.23797386],[ 49178.6424405]
[ 95273.75245191],[-90427.16529632],[ 19008.89058916]
[-70259.27063001],[-17086.12063448],[ 81642.55965415]
[-33536.69023084],[ 35174.42337283],[ 62292.32664654]
[ 98896.07477649],[-97160.11290474],[ 90940.74195368]
[-72796.51404405],[-34580.71255665],[ 68169.48437252]
[ 21708.02191933],[-27253.39315229],[-42204.38041256]
[-52545.66019629],[ 12116.87226991],[-91485.0662287]
[ 76443.72026669],[-56786.15690193],[ 10657.86807706]
[ 58266.57280799],[ 68012.48815671],[ 85876.11337614]
[-19475.69571699],[-10886.43437474],[-52684.58211218]
[ 55701.90590991],[ 11653.5949234],[ 74907.85186586]
[ 82256.68485942],[-92654.82518843],[-4694.97876851]
[ 79480.89305807],[ 69761.54640998],[ 18718.14197059]
[-60333.82528276],[ 47840.82823454],[ 1595.92713122]
[-41204.11183255],[ 84162.69497859],[ 11282.42232325]
[ 31185.26342769],[ 42805.24600391],[-60734.00936008]
[ 72772.20364752],[ 61326.12876234],[ 25996.1507622]
[-42070.48989212],[-77079.86018353],[-29831.43876236]
[-22109.0509333],[-16680.62135489],[ 50828.72244772]
[ 90216.30403839],[ 42524.25791653],[-76510.99110722]
[-30612.23691905],[ 16449.18333038],[-59090.41850875]
[-11157.38097623],[-55975.07156776],[ 32594.49810442]
[-72438.80712292],[-60484.23589312],[-76179.43614573]
[-21428.95959051],[-52789.14001645],[-73396.41013301]
[-87573.34666299],[ 19024.65131002],[-15859.24656133]
[-34.52613863],[-29025.54882207],[-59559.09503021]
[ 14495.32451928],[ 14827.16897064],[ 22293.7903791]
[ 62436.72930573],[-62067.61860493],[ 76557.0743441]
[ 95725.14120514],[-76935.63781703],[-27365.08534943]
[-51386.10483605],[-69219.0080758],[-11165.85253353]
[ 11211.78127077],[ 18758.33966751],[-61169.8154886]
[ 75649.58100806],[ 82999.91263171],[ 58963.07411318]
[-27244.53982501],[-76330.4507784],[ 98279.94567125]
[-14837.33748175],[ 56154.39412804],[-12486.45640595]
[ 17474.50904292],[-10861.01880388],[-86639.19410681]
[-61313.26261414],[-78831.5513184],[ 45803.91550518]
[ 29247.84681384],[ 37299.36330688],[-70560.98417944]
[ 32766.5847754],[-33340.21550829],[ 47443.8947806]
[-78655.00353063],[ 22359.17190041],[ 27347.05392854]
[ 46286.70727319],[ 45472.98863328],[ 8816.17954142]
[-75349.36701499],[-69263.0206214],[-14144.06328128]
[ 37964.38592334],[ 53036.99944694],[-23605.17181515]
[-26868.67886805],[ 8477.19319435],[ 35142.09136539]
[-66442.36670531],[-29088.39682185],[ 92498.66659191]
[-67365.57411912],[-19670.10985144],[ 79214.63853465]
[ 87353.56977686],[-10391.69462813],[ 5016.80374025]
[-12866.00749026],[-47399.66356181],[ 38600.81916049]
[-85101.18419821],[ 99583.70691021],[-38891.11710142]
[-73756.12693362],[-93340.06115279],[-52462.90740761]
[ 52762.76345847],[ 28214.94482217],[ 66662.17481413]
[-43059.1307746],[ 62959.33244373],[-28938.29748321]
[-99139.03193693],[ 36523.91870357],[ 46673.63132127]
[ 61835.6786863],[ 49720.1369022],[ 21744.98558587]
[-76561.77327538],[-82577.57073836],[ 37578.34275238]
[-71591.41425462],[-39031.74966483],[-98636.3998561]
[ 54162.79473855],[ 96704.39409641],[ 90143.92910237]
[ 36718.23053385],[ 617.3221416],[-41407.98184592]
[-30992.8141174],[ 2417.40886127],[-47365.54374728]
[-21715.68690818],[ 66039.34164966],[-1947.74144999]
[-57949.851389],[ 18057.90204962],[ 233.92419786]
[-77400.47243951],[ 71872.69416873],[-98150.46579153]
[-8299.43195153],[ 54294.97111736],[ 62296.35176764]
[-32038.58789097],[-66279.44555805],[ 2673.4533362]
[-30030.22152801],[ 87911.23652598],[ 80615.4331753]
[-37467.9026471],[ 59558.82714569],[-82176.99299613]
[ 13649.87194951],[-22601.92783436],[-72081.8548269]
[-23726.70935825],[-28384.97141353],[-77977.39652088]
[-36934.59291702],[-63282.7556726],[-15732.75242651]
[ 13665.77862854],[-98591.40749501],[-65545.23220563]
[ 34978.40855205],[ 78917.2766676],[ 26660.23556358]
[-88352.62774732],[ 75724.49338025],[-6767.64486435]
[-66564.52188982],[-46665.51254729],[ 33634.56164527]
[-69001.9437804],[-18478.81758443],[-61199.54597618]
[ 34075.70423676],[ 32113.96954362],[ 51087.26485802]
[ 66407.5775258],[-38397.04923479],[-38228.56110195]
[-98291.99696605],[-52001.13063903],[-12320.90119657]
[-66614.36911778],[ 65374.28392703],[-50832.24817337]
[ 81455.75819485],[ 20119.18601343],[ 31387.84447803]
[-84749.24938829],[ 54340.50153998],[-74915.45915039]
[ 70462.26558196],[-60797.15470092],[-90125.73524798]
[ 4898.72388679],[-71107.0862908],[-92229.42318295]
[-27700.7632002],[-20773.23068009],[ 22605.90976709]
[ 73757.65963589],[ 41450.04531114],[ 41650.91214966]
[ 5623.91213409],[ 99371.48415413],[ 22208.56991789]
[ 46621.96272013],[ 10663.61197807],[ 16342.09086111]
[-27425.78556176],[-90669.5449731],[-86926.10118241]
[ 4866.25942511],[-16896.74627336],[-50482.15077067]
[ 58869.56198296],[ 69783.62311899],[-73998.92164715]
[ 32636.07181058],[-14202.45925062],[ 57148.39275252]
[-96822.62385036],[ 6891.322094],[-94369.6950764]
[ 38335.16304629],[-96521.09393339],[-39708.37854038]
[ 9947.70632787],[-745.44901217],[ 90031.84265564]
[-59972.44000977],[-66612.0358367],[ 27344.49753051]
[-26037.07200706],[-11245.84100407],[ 50912.38571538]
[-35439.28934736],[ 13401.32224776],[ 65148.9005884]
[-9420.51869496],[ 6732.25486481],[-36255.45593703]
[-25060.96502733],[-54318.45615293],[-69557.55634919]
[-52307.80056249],[-50347.99940037],[ 38915.60311587]
[ 81506.74412837],[-37598.99701902],[ 92808.34478646]
[ 79378.48797981],[-29423.79961185],[ 80101.21039302]
[ 66783.75868329],[-88708.44018289],[ 36274.85801066]
[-39108.88431756],[-59630.58582814],[-12325.72449103]
[-15197.05335842],[-10501.77735395],[-75034.96260574]
[ 945.0600652],[-3079.44407455],[ 327.41887541]
[-67008.03510215],[ 64341.07273283],[-24764.2408571]
[ 19559.54009594],[ 81968.59337932],[-9170.84361914]
[ 66468.23459695],[-48876.522084],[-94799.09129565]
[-34705.12396522],[ 90955.7104567],[-40165.24467436]
[-32529.61858296],[-1684.71438066],[-80678.20900552]
[ 56807.86404827],[ 71451.92528135],[ 9437.59247543]
[ 26690.09260667],[ 74687.01933102],[-9923.81964496]
[ 26061.64412155],[-80139.82301272],[-16380.71639962]
[ 61970.8804667],[-66864.5493305],[ 58171.11342988]
[ 87743.04704986],[-66877.03299413],[-54430.64612588]
[-52758.76525561],[-34266.48902575],[ 24017.57198171]
[ 358.56661322],[ 36670.17855999],[ 94530.63582568]
[ 88102.03773936],[ 59318.49798631],[-25933.86039299]
[ 86273.89563928],[-52477.94582132],[ 36475.16263182]
[-77263.53771562],[-16039.54713009],[ 93668.92918495]
[ 87711.80912146],[-25986.29428672],[-18151.65043004]
[ 19780.04815804],[-93484.09095152],[ 35922.01847884]
[ 16774.3308168],[-60303.37434332],[-27562.72401832]
[ 66983.61077074],[ 40793.8547705],[-37001.52514083]
[ 17448.3954148],[ 13754.60509214],[ 30660.54028204]
[-48850.73378745],[-15298.18342283],[ 24356.5680517]
[ 28160.23472745],[-61854.09192242],[ 36472.56878146]
[ 20003.07954244],[-18682.84004594],[ 82799.51782865]
[ 40158.2436955],[-37686.29660604],[ 84485.11537539]
[-92373.47093995],[ 16082.56252069],[ 22714.02803035]
[-48304.73213264],[ 24987.99847135],[ 18141.99838126]
[-18748.41512493],[ 86465.80249682],[-15224.90003252]
[-1094.31188819],[ 51223.45162942],[ 60133.93077821]
[ 97391.33679733],[ 92279.24753104],[ 80969.13839746]
[ 82737.18717655],[ 9452.05805773],[ 21413.86013979]
[ 30476.36383273],[-39827.18626244],[ 61666.42144063]
[ 82335.57788854],[-58621.00063517],[ 79853.67390241]
[ 12619.4057164],[-66343.66910239],[-93268.11465297]
[ 89580.30039318],[ 68383.359706],[ 3392.93830776]
[ 46677.84134735],[ 62559.10533891],[ 38838.64764137]
[-59580.07129184],[-40896.37869243],[ 50129.04963386]
[-12217.96067097],[-7864.88772897],[ 15896.28263862]
[ 30861.52644289],[ 83228.86311566],[-5299.05347472]
[-85657.18562425],[-70787.00211779],[-38452.33788913]
[ 59535.63616115],[-54031.17873647],[ 44625.49594807]
[ 26733.46573635],[-1188.37314622],[-8071.67563018]
[-99334.06527119],[-66107.0771899],[-61713.58636914]
[-48566.38281628],[ 71329.99963377],[ 98980.80131698]
[-59352.62671638],[ 52122.88816166],[-10737.21532462]
[ 66433.81644436],[-65330.18855227],[ 31718.9512591]
[ 58743.13670563],[-84.61954169],[ 74860.31485265]
[ 49161.55163593],[ 71752.9797188],[ 108.55665665]
[ 31707.56230923],[ 26169.40673352],[-68882.87140703]
[ 48723.84144995],[-94204.8189914],[-55862.90290095]
[ 11891.81928771],[ 34453.0889483],[-65770.11737642]
[ 44070.92835669],[-39356.4426146],[ 10284.86739093]
[ 44107.73797986],[ 6167.28946175],[ 59891.25568982]
[-10006.57529829],[-64467.13884589],[ 58034.64151047]
[-53991.24894478],[-14919.28098946],[ 72561.40644824]
[-17046.13772094],[-5680.25997376],[-74931.33177319]
[ 56430.2121464],[-93639.22094143],[-80465.78157448]
[ 7243.55010272],[ 37845.35746507],[ 67364.36480095]
[-22319.99568047],[ 17335.83411041],[-77049.10698711]
[-7210.72990724],[-40590.6187689],[-70741.10436575]
[-2518.28220845],[-30407.91802871],[ 10810.11907503]
[-35550.39308125],[-51572.20729126],[-17310.64696643]
[-44745.91798073],[ 1895.79641084],[ 32977.76509748]
[-42030.45845333],[-19058.19129727],[ 52630.12897271]
[-32954.87176553],[ 38884.69991219],[-24462.38389486]
[-11872.77766584],[-1443.56753944],[-28121.78185832]
[ 90145.74390571],[ 16332.52227043],[-77241.72348429]
[-36908.07328325],[-88904.20255277],[ 27889.19987119]
[ 5963.06602472],[ 72076.03461573],[-2382.24148884]
[-12899.30926009],[ 2391.8425532],[-56131.7051806]
[ 58408.75036943],[-4253.9740221],[-55310.137097]
[-73717.08668504],[ 91129.43736791],[ 50274.4951873]
[ 39582.96534458],[ 13738.86398499],[ 72762.85973057]
[ 73155.62946852],[-32979.87513448],[ 95949.17648648]
[ 68258.51313343],[-87382.47615653],[ 47184.72844861]
[ 64817.59314992],[-98664.96579098],[ 78476.2252973]
[ 55172.91843135],[-49870.82848357],[ 71157.62733277]
[ 69067.24126526],[ 47695.80232398],[-96287.64763444]
[-98623.36802401],[ 27932.95167146],[ 84546.04933676]
[ 79353.50526823],[ 94089.57114729],[-87070.21025418]
[ 12133.11318337],[ 36923.87046486],[ 68949.37417865]
[ 59895.37248337],[ 47882.68867241],[ 90993.75937564]
[ 512.76372586],[-31992.3898202],[ 98837.20718626]
[ 6375.07559106],[-67489.42730425],[-35466.59252583]
[-48410.85392911],[ 14055.75130831],[-58201.40365803]
[-73769.28100141],[-62951.7224008],[-40078.00737128]
[-76045.64290325],[-24944.15600378],[-56.71030077]
[ 95129.41335529],[-194.99877264],[-2495.02243873]
[-96744.73827991],[-68030.35056263],[ 43849.26625306]
[-76492.11785895],[-72180.55823834],[ 96722.78140236]
[-82189.38920621],[-82921.54066948],[ 10004.64114693]
[ 56575.24988057],[-84485.34503289],[-36278.87934018]
[-76890.50419287],[ 4010.67033195],[ 33382.80252085]
[ 25213.83543701],[-51038.57264972],[ 97076.16255899]
[ 88165.44926333],[-84308.83897498],[-58022.76809885]
[ 66395.6590154],[ 43022.96019445],[-76492.23034412]
[ 76078.85132006],[-71677.71574379],[ 22006.76290363]
[ 78139.16977312],[ 64257.25027449],[ 3672.2938068]
[ 57977.40721216],[-80307.75853321],[ 57000.89325673]
[ 76299.24354606],[-9837.47198958],[ 76950.50262837]
[-67136.65217047],[-55047.03055864],[-94465.7077265]
[ 75701.17166186],[ 90957.36011384],[ 24245.45257161]
[-91935.12385099],[ 58056.97997072],[ 36182.11008784]
[-33054.78107131],[ 30602.74943952],[-50570.21191303]
[ 83627.9284493],[-92066.56321873],[-15468.2720673]
[ 83046.00393261],[ 49800.74455408],[ 85236.14885301]
[-60027.88250189],[-57600.93139808],[ 85505.35679353]
[ 22543.50907069],[-92000.60965321],[-43352.04743727]
[-85568.57910535],[ 19779.94343725],[ 65126.00626872]
[ 69260.79376743],[-93990.04907331],[ 36720.84379494]
[-13189.94772822],[-31101.61197754],[-68185.21616613]
[-43935.97366847],[ 85872.85219922],[ 63564.86475828]
[ 52745.4919487],[ 55655.76350305],[-48327.31169178]
[-46073.09686276],[ 23538.33412719],[ 5530.93186517]
[-40294.84893382],[ 80792.662308],[ 14925.99747031]
[-83760.38606773],[ 56235.4317693],[-12439.30463663]
[ 91523.67899443],[-26768.12960189],[-83560.23017679]
[ 47667.4883056],[ 36468.59477806],[ 91494.87603335]
[ 27865.03624093],[-20692.91285496],[ 20264.06874618]
[-73735.59588501],[ 55424.74068332],[-20321.02734793]
[-61378.36393443],[ 75528.1703724],[ 22962.08213181]
[-88953.70716903],[ 62751.42416895],[ 48260.47355207]
[-33762.64301449],[ 10935.2810112],[-72538.11328904]
[ 484.30191379],[-4102.91268285],[-50424.78152766]
[-18687.32687474],[ 95464.9617983],[-66873.76433638]
[-79157.28103767],[ 61437.24336157],[-99258.68218217]
[-94535.61701913],[ 90125.67343513],[ 65226.24341975]
[ 15838.79688195],[-46721.91750068],[ 63909.40562855]
[-9316.10380293],[ 67209.5310406],[-54287.60510154]
[ 33126.80674276],[-1745.84912853],[-23384.1498931]
[ 30454.91821496],[-17178.76212893],[ 93439.18009473]
[ 38888.6942254],[-30211.42529198],[-69505.91280952]
[-9449.43011412],[-63189.9900134],[ 28363.69927331]
[-22966.82183776],[-52009.48416973],[-91424.25107038]
[ 27718.04375521],[-66501.89806198],[-88163.43393356]
[-67682.55797328],[ 71381.75114038],[-87178.36816764]
[ 52539.84101078],[ 61780.53719109],[-32427.08965998]
[ 17255.03196652],[ 86762.50298348],[ 61355.68292076]
[-91741.23953715],[ 45546.75125392],[-8387.18753071]
[-95806.08517295],[-35873.81580022],[ 10505.06664046]
[-65984.94249119],[-81343.91559768],[-399.76116263]
[-45783.40990274],[ 61180.19330231],[ 77956.31060442]
[ 56676.89709095],[-20757.43347114],[ 88097.56931058]
[-51352.18718097],[-46076.44014141],[-75967.7861619]
[ 63392.42537016],[-37500.32449279],[ 46314.3389048]
[-77641.78457844],[-84990.31510412],[ 42436.49699172]
[-73538.38051332],[ 57559.7792852],[-99448.60204077]
[ 15545.08715521],[-17809.86299206],[ 877.20887057]
[-447.93790822],[ 91022.67571897],[ 53914.97027511]
[ 39893.47403754],[ 47620.81935224],[-40539.10704303]
[ 43702.04635954],[-95353.09241107],[ 52755.30656873]
[-72203.69346073],[-95088.50018131],[ 45108.74297612]
[-77865.51536432],[ 33366.60658195],[ 99665.97354959]
[ 79610.50378416],[ 60014.84248569],[-20972.66381906]
[-6492.15608234],[ 77010.43918825],[-87753.79131746]
[ 77268.80384229],[-44627.73859051],[-70063.08452505]
[ 68425.16009403],[ 24836.95603383],[-6130.63745718]
[-83497.62776652],[-19790.10243464],[ 94934.58233075]
[-49867.69098595],[ 36801.48651577],[ 70911.04602695]
[-67844.59235678],[-97487.19835657],[ 97675.46287408]
[-27529.33596081],[-7745.1158381],[-70171.88917919]
[-59934.88679638],[ 98303.60296962],[ 91698.80888596]
[ 88926.37479512],[ 24963.87193606],[ 61729.25732169]
[-72046.07483941],[ 93905.42525799],[ 29686.79858493]
[ 67819.8946867],[-49491.95079977],[-72587.97919735]
[ 6881.01854362],[-79023.00125055],[ 23178.39852594]
[-80615.96909878],[-12072.81375154],[-23522.29586224]
[-41907.79247289],[ 51728.36146706],[ 91368.45045305]
[-87124.96896385],[-57002.1435441],[ 70183.90727334]
[ 59091.02201491],[ 94232.92853594],[ 53464.24127148]
[-10653.77821259],[ 50075.10369295],[ 77509.33146633]
[-37324.08468959],[-22087.29030253],[-63820.27186496]
[-10842.14762973],[-43137.64795186],[ 30517.76310813]
[ 24791.09281237],[-4549.26593504],[ 29519.50594311]
[ 59668.69987579],[-30084.04597526],[-33807.24524604]
[ 4762.16197712],[-17531.84151076],[ 31422.64837869]
[ 14572.73235796],[ 38742.09361316],[-17661.69960439]
[ 95428.69973348],[ 2357.81427076],[-93312.79487589]
[-7051.37130998],[-76312.11294313],[-961.27755591]
[ 39237.08531236],[ 51659.52553571],[ 912.41914376]
[ 31585.86502431],[ 42976.5105578],[ 40499.59169689]
[-5270.01997389],[ 78949.80488853],[ 62732.50088757]
[ 60539.33343469],[-92535.22391927],[-49222.04487315]
[ 13518.5187439],[-85361.86679123],[ 33848.60647382]
[-6973.5606328],[ 34560.67261475],[ 4199.20555564]
[-25081.80519825],[ 15612.73829468],[ 95828.57446442]
[-40489.85749499],[-42379.30672728],[-39909.06712947]
[ 82145.56358518],[-61593.66981823],[-74036.53043726]
[-43661.02809956],[ 58837.50228084],[ 76966.70720724]
[ 47236.29428622],[ 72749.92416268],[-27909.43307525]
[-49646.89750602],[-75173.49909102],[ 8192.9662663]
[-84489.43821097],[-29895.50751867],[-47369.29596568]
[ 10515.60345236],[-1915.74136721],[-10723.21870778]
[ 78190.65354282],[ 8976.40151087],[-59223.32051347]
[-11757.22746783],[-24769.73384653],[-37251.88009863]
[ 12344.64885341],[ 3572.99982186],[-41362.30583775]
[ 6922.49026181],[-29084.89644996],[-67048.13907624]
[-24410.77899295],[-27348.99529456],[ 34872.39185]
[ 5452.47420487],[ 64186.31318542],[-31314.80302912]
[ 81974.76812167],[-90473.14255478],[-43235.44618121]
[-4660.02514785],[ 71824.13267428],[-21591.80322859]
[ 42755.88216051],[-37931.74452884],[-52811.68221787]
[ 32982.14002781],[-86706.62418017],[-76229.41760331]
[-34073.81786344],[-50084.57835918],[-2351.59533887]
[-33017.78036045],[-74480.70813029],[ 20292.10492116]
[-13177.51252128],[-84947.61642253],[-26075.52114751]
[ 73369.79688128],[-4787.8393637],[ 30907.95146287]
[-11270.72951845],[-8586.43346245],[ 98046.30313442]
[ 75980.24626536],[ 25667.70988078],[-70815.71434736]
[ 586.82053404],[ 14026.25169429],[-71956.30203548]
[-23440.49128761],[ 80756.83770024],[-14242.18375559]
[ 24732.9952389],[-44261.78377872],[ 64404.49093542]
[-52790.91557918],[-43567.30930834],[ 25378.01990869]
[ 71002.39262968],[-85603.9782979],[-73250.43941284]
[ 58396.40682799],[ 40863.3220984],[ 11695.90667471]
[ 55806.121169],[ 4653.89951379],[-39959.50475869]
[ 74964.92500919],[-92346.08829046],[ 14010.32029714]
[-22953.44089952],[ 67162.59976906],[ 71634.25805515]
[ 78893.56463744],[-83296.26143119],[ 82051.40154688]
[ 83834.05234911],[-37633.92388446],[ 36927.634891]
[-99285.1296939],[ 62970.84862202],[ 31445.63984749]
[ 80748.09978191],[ 77476.38950133],[-26534.39424016]
[-41363.46998677],[ 41413.19896606],[-38933.63832554]
